Domaine	Title	Text	Tag	URL
monde	VACANCES EN CROATIE : TEST, QUARANTAINE… TOUT CE QU’IL FAUT SAVOIR AVANT DE PARTIR	Angela Merkel vit donc ses derniers mois à la chancellerie fédérale allemande. Elle aura traité, développé, discuté, voire se sera disputé, avec quatre présidents français et autant de pré­sidents américains. Son histoire et son portrait sont racontés dans le nouveau livre de Marion Van Renterghem, la journaliste française qui la suit depuis longtemps, la connaît et sait la décrire : C’était Merkel (éd. Les Arènes). Le chapitre 17, intitulé Ce qu’en dit Macron, est révélateur. «Elle va vous manquer ?», demande la journaliste au président français. «Ah, oui !», s’exclame celui-ci. Va-t-elle aussi manquer à l’Allemagne ? A l’Europe ?	INTERNATIONAL	https://www.cnews.fr/monde/2021-06-01/vacances-en-croatie-test-quarantaine-tout-ce-quil-faut-savoir-avant-de-partir
monde	EMMANUEL ET BRIGITTE MACRON ONT ÉTÉ VACCINÉS CONTRE LE COVID-19	La semaine prochaine, le 9 juin, va sortir le film de Laurent Tirard, Le discours. C’est une brillante comédie. Un film est bon s’il excelle dans les éléments qui le composent : scénario, dialogues, casting, montage, musique. Il faut que tous ces ingrédients soient maîtrisés et savamment mélangés pour que la mayonnaise prenne et que l’on sorte de la salle différent, satisfait. Eh bien, c’est le cas avec Le discours. Benjamin Lavernhe, déjà suivi sur Canal+ (L’entretien) et connu grâce à son rôle dans Le sens de la fête et ses prestations à la Comédie-Française, est parfait dans le rôle principal. Il est entouré de  comédiens subtils, tels François Morel, Guilaine Londez, Kyan Khojandi, Sara Giraudeau, ou encore Julia Piaton. D’autres films sont tout aussi dignes d’intérêt : le très oscarisé Nomadland avec la formidable comédienne Fran­ces McDormand. Les sal­les sont plei­nes : 3,4 millions d’entrées en dix jours. Le cinéma rebondit. Eternel, comme la radio !	CORONAVIRUS	https://www.cnews.fr/monde/2021-05-31/emmanuel-et-brigitte-macron-ont-ete-vaccines-contre-le-covid-19-1087679
monde	DIRECT - CORONAVIRUS : 1.211 NOUVEAUX CAS ET 126 MORTS ENREGISTRÉS EN FRANCE CES DERNIÈRES 24 HEURES	Si le premier tour des élections régionales avait lieu dimanche prochain, la liste du Rassemblement national, conduite par le député européen Thierry Mariani, arriverait en tête des intentions de vote, selon un sondage Opinion Way pour CNEWS dévoilé ce vendredi 4 juin.	ETATS-UNIS	https://www.cnews.fr/monde/2021-05-31/direct-coronavirus-1211-nouveaux-cas-et-126-morts-enregistres-en-france-ces
monde	BANGLADESH : SOUPÇONNÉ D'AVOIR TUÉ 70 TIGRES DU BENGALE, UN BRACONNIER ARRÊTÉ APRÈS 20 ANS DE CAVALE	Il survole ses adversaires. Au premier tour du scrutin, l'ancien député (UMP puis LR) du Vaucluse, rallié à Marine Le Pen depuis janvier 2019, serait en effet crédité de 42% des intentions de vote. 	ANIMAUX	https://www.cnews.fr/monde/2021-05-31/bangladesh-soupconne-davoir-tue-70-tigres-du-bengale-un-braconnier-arrete-apres-20
monde	CORÉE DU SUD : L'AMBASSADEUR DE BELGIQUE DÉMIS DE SES FONCTIONS APRÈS QUE SON ÉPOUSE A AGRESSÉ DEUX VENDEUSES	C'est dix points de plus comparé à la liste des Républicains, du MoDem et d'Agir, menée par le président sortant de la région PACA, Renaud Muselier (32%).	ETATS-UNIS	https://www.cnews.fr/monde/2021-05-18/coree-du-sud-lambassadeur-de-belgique-demis-de-ses-fonctions-apres-que-son-epouse
monde	ASSASSINAT DE NOTORIOUS BIG : UN ANCIEN DU FBI AFFIRME QUE SUGE KNIGHT A DONNÉ L'ORDRE	Enfin, Thierry Mariani devancerait nettement la liste d'union de la gauche (EELV, PS, PC et Génération.s) dirigée par Jean-Laurent Félizia (16%).	VIOLENCE	https://www.cnews.fr/monde/2021-05-31/assassinat-de-notorious-big-un-ancien-du-fbi-affirme-que-suge-knight-donne-lordre
monde	STUPEUR EN EUROPE APRÈS LES RÉVÉLATIONS D'ESPIONNAGE PAR LES ETATS-UNIS DE RESPONSABLES EUROPÉENS	A noter qu'aucune des autres listes représentées n'obtiendrait au moins 10% des suffrages exprimés, soit le seuil minimum pour que leur chef de file soit présent au second tour.	ECONOMIE	https://www.cnews.fr/monde/2021-05-31/stupeur-en-europe-apres-les-revelations-despionnage-par-les-etats-unis-de
monde	BENJAMIN NETANYAHOU AU BORD DE LA SORTIE EN ISRAËL : QUELLES CONSÉQUENCES ?	Par ailleurs, il est également à souligner que dans cette étude, réalisée cette semaine auprès d'un échantillon de 1.004 personnes inscrites sur les listes électorales de PACA, 27% des personnes sondées n'ont pas exprimé d'intention de vote.	MINORITÉS	https://www.cnews.fr/monde/2021-05-31/benjamin-netanyahou-au-bord-de-la-sortie-en-israel-quelles-consequences-1087472
monde	CHINE : LES FAMILLES POURRONT DÉSORMAIS AVOIR TROIS ENFANTS	Autre enseignement de cette étude, il apparaît que Thierry Mariani est particulièrement populaire parmi les électeurs les plus jeunes. En effet, il obtiendrait le score le plus élevé chez les moins de 35 ans (32%, contre 24% pour Renaud Muselier, deuxième) et 46% chez les 35-49 ans (contre 25% pour Renaud Muselier, deuxième là encore).	NUTRITION	https://www.cnews.fr/monde/2021-05-31/chine-les-familles-pourront-desormais-avoir-trois-enfants-1087427
monde	VACANCES EN ITALIE : TEST, QUARANTAINE… TOUT CE QU’IL FAUT SAVOIR AVANT DE PARTIR	Concernant la répartition par catégorie socio-professionnelle des répondants, le candidat du Rassemblement national obtient également les scores les plus hauts à la fois chez les CSP+ (34% des intentions de vote contre 30% Pour Renaud Muselier), les CSP- (51% Vs 22% pour le président sortant de PACA) et les inactifs (41% Vs 40%).	CONFLIT	https://www.cnews.fr/monde/2021-05-31/vacances-en-italie-test-quarantaine-tout-ce-quil-faut-savoir-avant-de-partir
monde	DIRECT - CORONAVIRUS : LE NOMBRE DE MALADES HOSPITALISÉS CONTINUE SA DÉCRUE	Finalement, Thierry Mariani est dans ce sondage donné vainqueur des régionales en Provence-Alpes-Côte d'Azur des 20 et 27 juin, et cela dans les deux configurations les plus probables au second tour.	SANTE	https://www.cnews.fr/monde/2021-05-30/direct-coronavirus-le-nombre-de-malades-hospitalises-continue-sa-decrue-1087028
monde	EMMANUEL MACRON VEUT «UN PLAN MARSHALL» POUR L'AFRIQUE	En effet, dans l'hypothèse d'une triangulaire avec présence de la liste d'union de la gauche, celle du rassemblement national raflerait 45% des voix. Celle des Républicains de Renaud Muselier arriverait deuxième (34%). Jean-Laurent Félizia, pour l'union de la gauche, serait lui troisième (21%). Attention toutefois car 26% des personnes interrogées n'ont pas exprimé d'intention de vote.	PANDÉMIE	https://www.cnews.fr/monde/2021-05-30/emmanuel-macron-veut-un-plan-marshall-pour-lafrique-1087163
monde	FLORIDE : DEUX MORTS ET 20 BLESSÉS DANS UNE FUSILLADE	Dans l'hypothèse où la liste d'union de la gauche ne serait pas présente au second tour, le duel opposant Renaud Muselier à Thierry Mariani verrait ce dernier l'emporter en recueillant 52% des votes, contre 48% pour le président sortant de région. Mais la prudence doit toujours s'imposer dans la mesure où, ici, 36% des personnes interrogées n'ont pas exprimé d'intention de vote.	HISTOIRE DU JOUR	https://www.cnews.fr/monde/2021-05-30/floride-deux-morts-et-20-blesses-dans-une-fusillade-1087136
monde	CORONAVIRUS : UN NOUVEAU VARIANT TRÈS CONTAGIEUX DÉTECTÉ AU VIETNAM	Surtout, la bataille entre les deux principaux adversaires promet d'être mouvementée. Présent ce jeudi 3 juin dans La Matinale de CNEWS, pour l'interview politique de Laurence Ferrari, Renaud Muselier a beau avoir pris le soin de mettre les choses au clair, le climat est de plus en plus délétère pour la conquête de la région Provence-Alpes-Côte-d’Azur.	PANDÉMIE	https://www.cnews.fr/monde/2021-05-30/coronavirus-un-nouveau-variant-tres-contagieux-detecte-au-vietnam-1087109
monde	ETATS-UNIS : LA FRANCE ENVOIE UNE NOUVELLE STATUE DE LA LIBERTÉ	Interrogé sur l'éventuelle tentation pour certains électeurs de droite de se tourner vers les candidats du Rassemblement national, le président sortant de région a estimé que cette tentation «a toujours eu lieu».«Il y a toujours une tentation pour une partie de la droite de se marier avec l'extrême droite. Toujours», a-t-il insisté. Et de souligner : «Les lignes ont été rappelées par Christian Jacob : pas de pacte avec l'extrême droite. La ligne, elle est très claire».	CORONAVIRUS	https://www.cnews.fr/monde/2021-05-30/etats-unis-la-france-envoie-une-nouvelle-statue-de-la-liberte-1087115
monde	ISLAMISME RADICAL : EMMANUEL MACRON PRÊT À RETIRER LES TROUPES AU MALI	Mais preuve que l'air est de plus en plus électrique, mardi, Renaud Muselier a porté plainte contre son rival, Thierry Mariani accusant la droite d’avoir négligé la sécurité dans les transports. Des «fake news» pour Renaud Muselier qui a donc décidé de le poursuivre.	TOURISME	https://www.cnews.fr/monde/2021-05-30/islamisme-radical-emmanuel-macron-pret-retirer-les-troupes-au-mali-1087046
monde	VACANCES EN ESPAGNE : TEST, QUARANTAINE… TOUT CE QU’IL FAUT SAVOIR AVANT DE PARTIR	Le point sur le coronavirus en chiffres. Combien la France compte-t-elle de personnes en réanimation chaque jour ? Combien de décès à l'hôpital depuis le début de l'épidémie ? Quelles sont les régions les plus touchées ?	PANDÉMIE	https://www.cnews.fr/monde/2021-05-30/vacances-en-espagne-test-quarantaine-tout-ce-quil-faut-savoir-avant-de-partir
monde	COLOMBIE : L'ARMÉE MOBILISÉE À CALI APRÈS DES VIOLENCES MEURTRIÈRES	Réponses avec les chiffres fournis par Santé publique France.	PANDÉMIE	https://www.cnews.fr/monde/2021-05-30/colombie-larmee-mobilisee-cali-apres-des-violences-meurtrieres-1087034
monde	CANADA : UN DÉPUTÉ PRÉSENTE SES EXCUSES APRÈS AVOIR URINÉ DANS UNE TASSE EN PLEINE VISIOCONFÉRENCE	Au vendredi 4 juin, la France compte 2.571 personnes en réanimation ou en soins intensifs pour Covid-19. 	ANIMAUX	https://www.cnews.fr/monde/2021-05-29/canada-un-depute-presente-ses-excuses-apres-avoir-urine-dans-une-tasse-en-pleine
monde	ARGENTINE : LA BOURDE D'UNE PRÉSENTATRICE QUI ANNONCE LE DÉCÈS DE «L'ÉCRIVAIN» WILLIAM SHAKESPEARE	Observer la courbe permet de voir que ce nombre a connu un pic le 8 avril 2020. Ce jour-là, 7.019 personnes étaient en «soins critiques». Cet indicateur a ensuite connu une diminution continue, avant de stagner à la fin du mois de juillet, puis de réaugmenter début septembre.	INCIDENT	https://www.cnews.fr/monde/2021-05-29/argentine-la-bourde-dune-presentatrice-qui-annonce-le-deces-de-lecrivain-william
monde	FLORIDE : UN CONCERT À 18 DOLLARS POUR LES PERSONNES VACCINÉES, 1.000 DOLLARS POUR LES NON-VACCINÉES	A partir du 11 octobre 2020, la hausse a été exponentielle, atteignant un nouveau pic le 16 novembre (4.903 personnes en réanimation). La courbe est ensuite repartie à la baisse durant un mois, avant de stagner.	ETATS-UNIS	https://www.cnews.fr/monde/2021-05-29/floride-un-concert-18-dollars-pour-les-personnes-vaccinees-1000-dollars-pour-les
monde	ATTEINTS DU COVID, ILS GRAVISSENT L'EVEREST	Elle est remontée à partir de la mi-janvier 2021. Le pic de la deuxième vague a été dépassé le 29 mars. Cet indicateur s'est stabilisé mi-avril, avant de baisser depuis la fin avril.	POLÉMIQUE	https://www.cnews.fr/monde/2021-05-29/atteints-du-covid-ils-gravissent-leverest-1086863
monde	MARILYN MANSON : UNE NOUVELLE PLAINTE POUR VIOL DÉPOSÉE CONTRE LE CHANTEUR PAR UNE EX-PETITE AMIE	Attention, les données présentées ici prennent en compte uniquement les décès liés au Covid-19 qui ont eu lieu à l'hôpital. Les victimes dans les établissements médico-sociaux, dont les Ehpad, et celles qui sont décédées à domicile sont à rajouter à ce triste bilan.	MOYEN-ORIENT	https://www.cnews.fr/monde/2021-05-29/marilyn-manson-une-nouvelle-plainte-pour-viol-deposee-contre-le-chanteur-par-une-ex
monde	VACANCES : COMBIEN COÛTE UN TEST PCR À L’ÉTRANGER ?	A noter que l'augmentation brusque du 18 septembre dernier a été causée par les dossiers qui n'avaient pas été transmis par un hôpital de l'Essonne, et qui sont venus augmenter les chiffres selon Santé publique France.	NATALITÉ	https://www.cnews.fr/monde/2021-05-29/vacances-combien-coute-un-test-pcr-letranger-1086255
monde	CORONAVIRUS : DES EMPLOYÉS VACCINÉS AVEC LA MÊME SERINGUE EN AUTRICHE	En étudiant les données de mortalité par sexe, on peut voir que les hommes sont beaucoup plus touchés par le coronavirus que les femmes. 	TOURISME	https://www.cnews.fr/monde/2021-05-28/coronavirus-des-employes-vaccines-avec-la-meme-seringue-en-autriche-1086734
monde	UN RARISSIME VAUTOUR EST MORT APRÈS AVOIR PERCUTÉ UNE ÉOLIENNE AUX PAYS-BAS	En reprenant les chiffres du nombre de décès et y ajoutant la répartition par région, on peut constater une inégalité entre les territoires.	PANDÉMIE	https://www.cnews.fr/monde/2021-05-28/un-rarissime-vautour-est-mort-apres-avoir-percute-une-eolienne-aux-pays-bas-1086689
monde	ESPAGNE : UNE CAMPAGNE DES SERVICES POSTAUX CONTRE LE RACISME FAIT POLÉMIQUE	L'Ile-de-France (20.255 morts) est de loin la plus touchée, devant la région Auvergne-Rhône-Alpes (11.535) et le Grand Est (10.107).	POLITIQUE	https://www.cnews.fr/monde/2021-05-28/espagne-une-campagne-des-services-postaux-contre-le-racisme-fait-polemique-1086635
monde	VACANCES AU PORTUGAL : TEST, QUARANTAINE… TOUT CE QU’IL FAUT SAVOIR AVANT DE PARTIR		ETATS-UNIS	https://www.cnews.fr/monde/2021-05-28/vacances-au-portugal-test-quarantaine-tout-ce-quil-faut-savoir-avant-de-partir
videos	LE GOUVERNEMENT AUTRICHIEN PRÉSENTE UNE «CARTE DE L’ISLAM»	A noter la répartition suivante dans les Outre-mer : la Martinique déplore 96 décès, la Guyane 116, Mayotte 130, la Réunion 214 et la Guadeloupe 291.	PANDÉMIE	https://www.cnews.fr/videos/monde/2021-05-28/le-gouvernement-autrichien-presente-une-carte-de-lislam-1086470
monde	JOURNÉE MONDIALE DE LA SANTÉ MENSTRUELLE : 5 CHIFFRES SUR UN SUJET ENCORE TABOU		WASHINGTON	https://www.cnews.fr/monde/2021-05-28/journee-mondiale-de-la-sante-menstruelle-5-chiffres-sur-un-sujet-encore-tabou
monde	SYRIE : BACHAR AL-ASSAD RÉÉLU AVEC 95,1% DES VOIX	Ce vendredi 4 juin, 770 personnes sont rentrées chez elles guéries du coronavirus, ou du moins considérées hors de danger, après avoir été prises en charge à l'hôpital. Au total, 373.818 personnes traitées pour le Covid-19 ont quitté l'hôpital depuis le début de l'épidémie.	SAHEL	https://www.cnews.fr/monde/2021-05-27/syrie-bachar-al-assad-reelu-avec-951-des-voix-1086417
france	ORAGES, PLUIES, INONDATIONS... L'ÎLE-DE-FRANCE FORTEMENT TOUCHÉE PAR UNE MÉTÉO CAPRICIEUSE	Alors que la France fait face à une troisième vague, le point sur le Covid-19 avec les chiffres de Santé Publique France et du ministère de la Santé.	TOURISME	https://www.cnews.fr/france/2021-06-04/orages-pluies-inondations-lile-de-france-fortement-touchee-par-une-meteo
france	SEINE-SAINT-DENIS : TROIS POLICIERS MIS EN EXAMEN APRÈS LE DÉCÈS D'UN HOMME À DRANCY	Ce jeudi 3 juin, 8.161 nouveaux cas de Covid-19 ont été recensés en 24 heures, selon les chiffres de Santé publique France, soit un total de 5.694.076 cas confirmés depuis le début de l’épidémie.	INTERNATIONAL	https://www.cnews.fr/france/2021-06-04/seine-saint-denis-trois-policiers-mis-en-examen-apres-le-deces-dun-homme-drancy
france	UBER EATS, DELIVEROO, JUST EAT... VOICI LE PORTRAIT-ROBOT DES LIVREURS À DOMICILE DANS LE NORD-EST PARISIEN	Le taux de positivité des tests s’établit à 3,1%.	INSOLITE	https://www.cnews.fr/france/2021-06-03/uber-eats-deliveroo-just-eat-voici-le-portrait-robot-des-livreurs-domicile-dans-le
france	PARIS : LES MIGRANTS INSTALLÉS PRÈS DU CANAL SAINT-MARTIN ONT ÉTÉ ÉVACUÉS	A ce jour, 15.283 malades du Covid-19 étaient hospitalisés en France. Les services de réanimation comptabilisaient quant à eux 2.677 patients.	COVID-19	https://www.cnews.fr/france/2021-06-03/paris-les-migrants-installes-pres-du-canal-saint-martin-ont-ete-evacues-1088251
france	PARIS : LA CRÉATION D'UNE POLICE MUNICIPALE ADOPTÉE À 79 % DES VOIX	71 personnes ont succombé au Covid-19 dans les hôpitaux ces dernières 24 heures. Le bilan total fait état de 109.857 morts depuis le début de l'épidémie, dont 83.438 à l'hôpital.	COVID-19	https://www.cnews.fr/france/2021-06-02/paris-la-creation-dune-police-municipale-adoptee-79-des-voix-1088512
france	PARIS : LES COMMUNISTES FONT VOTER UN «PLAN D'URGENCE» POUR LA JEUNESSE	Depuis le début de la campagne de vaccination, 27.038.449 personnes ont reçu une première injection de vaccin anti-Covid. Et 13.041.317 Français ont un cycle terminal vacciné.	NÉPAL	https://www.cnews.fr/france/2021-06-02/paris-les-communistes-font-voter-un-plan-durgence-pour-la-jeunesse-1086174
france	TRANSPORTS EN COMMUN : QUELLES LIGNES SERONT EN TRAVAUX CET ÉTÉ EN ÎLE-DE-FRANCE ?	L'auteur présumé d'une agression raciste contre un livreur, dimanche soir à Cergy (Val-d'Oise), sera finalement jugé le 8 juillet, après qu'il a sollicité ce jeudi un délai pour préparer sa défense.	VIOLENCES SEXUELLES	https://www.cnews.fr/france/2021-06-02/transports-en-commun-quelles-lignes-seront-en-travaux-cet-ete-en-ile-de-france
france	VALÉRIE PÉCRESSE : «IL FAUT AUTORISER LE RECOURS À L'INTELLIGENCE ARTIFICIELLE» DANS LES TRANSPORTS EN COMMUN	Il sera jugé pour «violences volontaires ayant entraîné une incapacité totale de travail supérieure à huit jours, à raison de l'appartenance à une ethnie, une nation, race ou religion». Dans l'attente de son procès, le tribunal a délivré un mandat de dépôt et l'a placé à l'isolement, son avocat s'alarmant d'un «contrat sur sa tête».	VOYAGE	https://www.cnews.fr/france/2021-06-02/valerie-pecresse-il-faut-autoriser-le-recours-lintelligence-artificielle-dans-les
france	PARIS : QU'EST CE QUE «LE BIG BANG DE LA PROXIMITÉ» PRÉSENTÉ PAR ANNE HIDALGO ?	L'agresseur présumé, âgé de 24 ans, avait été interpellé mardi par les forces de l'ordre et placé en garde à vue pour violences aggravées et menaces de mort aggravées.	VACCINATION	https://www.cnews.fr/france/2021-06-01/paris-quest-ce-que-le-big-bang-de-la-proximite-presente-par-anne-hidalgo-1087988
france	GRAND PARIS : LES VÉHICULES CRIT'AIR 4 INTERDITS DANS LA ZFE À PARTIR DU 1ER JUIN	Il avait été arrêté vers 12h45 dans le 10e arrondissement de Paris, a confié à CNEWS le parquet de Pontoise. Sur Twitter, le ministre de l'Intérieur Gérald Darmanin avait tenu à remercier les policiers «pour leur réaction rapide». «Le racisme ne doit jamais rester impuni», avait-il ajouté. 	ANIMAUX	https://www.cnews.fr/france/2021-05-31/grand-paris-les-vehicules-critair-4-interdits-dans-la-zfe-partir-du-1er-juin
france	PARIS : LES PREMIERS POLICIERS MUNICIPAUX DÉPLOYÉS «À LA RENTRÉE»	Lundi, la police nationale avait annoncé sur les réseaux sociaux l’ouverture d’une enquête pour retrouver l'auteur d'une agression raciste à l'encontre d'un livreur, dimanche soir à Cergy (Val-d’Oise).	DISCRIMINATIONS	https://www.cnews.fr/france/2021-05-27/paris-les-premiers-policiers-municipaux-deployes-la-rentree-1086096
france	RÉGIONALES EN ÎLE-DE-FRANCE : CLÉMENTINE AUTAIN EMPÊCHÉE DE TENIR SON MEETING PRÉVU LE 13 JUIN	«Suite aux menaces et injures proférées hier soir (dimanche) à Cergy, repris sur un certain nombre de réseaux sociaux, nous ouvrons une enquête judiciaire d'initiative pour identifier l'auteur et établir les faits», avaient fait savoir les forces de l’ordre sur le réseau social.	TOURISME	https://www.cnews.fr/france/2021-05-26/regionales-en-ile-de-france-clementine-autain-empechee-de-tenir-son-meeting-prevu
france	CORONAVIRUS : LA SITUATION SANITAIRE EN NETTE AMÉLIORATION EN ÎLE-DE-FRANCE	Sur la séquence filmée par une femme, qui l'a ensuite diffusée sur Instagram, on peut voir un homme Noir se faire insulter par un autre homme, d’abord avec une capuche sur la tête puis à visage découvert. «Espèce de sale Noir (sic)», «je suis Algérien je te nique ta mère (sic)», peut-on notamment entendre.	POLÉMIQUE	https://www.cnews.fr/france/2021-05-26/coronavirus-la-situation-sanitaire-en-nette-amelioration-en-ile-de-france-1085868
france	CRACK À PARIS : UN COLLECTIF CONDAMNE «LA STRATÉGIE DU POURRISSEMENT» DES POUVOIRS PUBLICS	L’agresseur s’en prend ensuite directement à l’autrice de la vidéo et la menace, elle et son mari. On peut ensuite entendre la femme donner sa version de l’agression : «Il l’a traité d’esclave et l’a fait saigner». Elle regrette également l’inaction des restaurateurs.	RÈGLES	https://www.cnews.fr/france/2021-05-26/crack-paris-un-collectif-condamne-la-strategie-du-pourrissement-des-pouvoirs
culture	PARIS : ENTIÈREMENT RÉNOVÉ, LE MUSÉE CARNAVALET S'APPRÊTE À OUVRIR AU PUBLIC	Le présumé agresseur revient ensuite prendre à partie la témoin : «Je travaille ici, j’habite ici». «Espèce de sale négresse (sic)», «nous les Algériens, on vous a vendu comme du bétail, comme du maïs (sic)», crie-t-il.	MOYEN-ORIENT	https://www.cnews.fr/culture/2021-05-26/paris-entierement-renove-le-musee-carnavalet-sapprete-ouvrir-au-public-1085448
france	ÎLE-DE-FRANCE : UNE OPÉRATION ESCARGOT DES AUTOCARISTES ORGANISÉE CE MATIN	Lundi matin, la ministre chargée de la Citoyenneté Marlène Schiappa avait publié un message sur Twitter pour dénoncer une «agression choquante, violente et raciste». «J’ai demandé que l’on étudie la possibilité d’un article 40 pour signaler les faits au Procureur de la République», a-t-elle ajouté, quelques heures avant que la police nationale 95 n’annonce l’ouverture d’une enquête.	MÉTÉO	https://www.cnews.fr/france/2021-05-26/ile-de-france-une-operation-escargot-des-autocaristes-organisee-ce-matin-1085577
france	PARIS : EN GRÈVE, LES ÉBOUEURS INVESTISSENT L'HÔTEL DE VILLE	Sur Facebook, l’établissement devant lequel s’est déroulé l’agression, le «Brasco», a publié un message. Dans celui-ci, le restaurant assure que l’agresseur n’est pas un de ses employés mais un livreur. Une version contredite par plusieurs internautes mais qui n’a pas encore été précisée officiellement.	VIOLENCES POLICIÈRES	https://www.cnews.fr/france/2021-05-25/paris-en-greve-les-eboueurs-investissent-lhotel-de-ville-1085442
france	ÎLE-DE-FRANCE : 68 % DES FRANCILIENS AIMERAIENT CONTINUER À TÉLÉTRAVAILLER APRÈS LE COVID		PARIS	https://www.cnews.fr/france/2021-05-25/ile-de-france-68-des-franciliens-aimeraient-continuer-teletravailler-apres-le
france	PARIS : CE SOIR, LA TOUR EIFFEL SERA ÉCLAIRÉE À L'HYDROGÈNE	La société a ajouté qu’une plainte devait être déposée ce lundi «afin de faire en sorte que cela ne se reproduise plus».	IMMIGRATION	https://www.cnews.fr/france/2021-05-25/paris-ce-soir-la-tour-eiffel-sera-eclairee-lhydrogene-1085292
france	CORONAVIRUS : UN CENTRE DE VACCINATION ÉPHÉMÈRE A OUVERT AU CHÂTEAU DE VERSAILLES	Un enfant de 28 mois est décédé en Vendée, lors de la panne des numéros d'urgence qui a entravé massivement l'accès aux secours, a annoncé, ce jeudi 3 juin au soir, la préfecture.	SÉCURITÉ	https://www.cnews.fr/france/2021-05-25/coronavirus-un-centre-de-vaccination-ephemere-ouvert-au-chateau-de-versailles
france	CORONAVIRUS : LE «VACCIDRIVE» DE VILLEPINTE TOURNE À PLEIN RÉGIME	La nouvelle a été annoncée officiellement par le préfet Benoît Brocard lors d'une conférence de presse, confirmant une information de francebleu.	CORONAVIRUS	https://www.cnews.fr/france/2021-05-24/coronavirus-le-vaccidrive-de-villepinte-tourne-plein-regime-1084932
france	TRAFIC DE CRACK À PARIS : MOUNIR MAHJOUBI PROPOSE DE «DÉCRÉTER UN ÉTAT D'URGENCE LOCAL»	Le préfet a parlé d'un «drame» survenu dans le contexte de la panne des numéros d'urgence.	GRAND PARIS	https://www.cnews.fr/france/2021-05-24/trafic-de-crack-paris-mounir-mahjoubi-propose-de-decreter-un-etat-durgence-local
france	RÉGIONALES EN ÎLE-DE-FRANCE : VALÉRIE PÉCRESSE TOUJOURS FAVORITE, SELON LE DERNIER SONDAGE	Selon les précisions qu'il a apportées, le décès de la jeune victime «a été constaté et déploré ce matin» (jeudi, NDLR).	SÉCURITÉ	https://www.cnews.fr/france/2021-05-23/regionales-en-ile-de-france-valerie-pecresse-toujours-favorite-selon-le-dernier
france	RÉGIONALES EN ÎLE-DE-FRANCE : QU'EST-CE QUE LE «GREEN NEW DEAL» PROPOSÉ PAR JULIEN BAYOU ?	«Il apparaît qu'il y a un doute quant aux conséquences que ce dysfonctionnement aurait pu avoir dans le délai d'appel. C'est ce doute légitime qui nous conduit à demander une enquête administrative», a-t-il ajouté.	POLITIQUE	https://www.cnews.fr/france/2021-05-23/regionales-en-ile-de-france-quest-ce-que-le-green-new-deal-propose-par-julien
france	TRAFIC DE CRACK À PARIS : LES RIVERAINS DU JARDIN D'EOLE PROTESTENT CONTRE LE DISPOSITIF DÉDIÉ AUX TOXICOMANES	Selon le directeur de l'ARS des Pays de la Loire, Jean-Jacques Coiplet, un premier appel a été reçu par le samu à 08H21. La maman aurait tenté auparavant «pendant une heure de joindre sans succès le 18 puis le 15». L'appel de 8H21 a pu être établi grâce au numéro de substitution à 10 chiffres, a-t-il précisé.	TRANSPORT	https://www.cnews.fr/france/2021-05-20/trafic-de-crack-paris-les-riverains-du-jardin-deole-protestent-contre-le
france	PARIS : DES ÉLUS VIENNENT AU SECOURS DE LA SEINE ET DE SES ABORDS	A 8H22, les pompiers de la commune et le smur de La Roche sur Yon sont partis tandis qu'un régulateur médical donnait des conseils à la maman pour les premiers soins de l'enfant, en arrêt cardiaque. Le smur pédiatrique de Nantes est parti à son tour à 8H46. Le décès de l'enfant a été constaté par le smur pédiatrique à 9H25 au domicile familial, a indiqué M. Coiplet.	SÉCURITÉ	https://www.cnews.fr/france/2021-05-19/paris-des-elus-viennent-au-secours-de-la-seine-et-de-ses-abords-1083491
france	ÎLE-DE-FRANCE : LE TRAFIC DU MÉTRO S'ADAPTE AU COUVRE-FEU DÉCALÉ À 21H	Un peu plus tôt dans la soirée de ce jeudi, les services du ministère de l'Intérieur ont transmis un communiqué dans lequel ils indiquent que le ministre de l'Intérieur, Gérald Darmanin, ainsi que Cédric O, Secrétaire d'État en charge de la Transition numérique, ont réuni nouvelle une cellule interministérielle de crise afin de faire un troisième point de situation sur les perturbations que subissent les numéros d’urgence.	POLITIQUE	https://www.cnews.fr/france/2021-05-19/ile-de-france-le-trafic-du-metro-sadapte-au-couvre-feu-decale-21h-1083401
france	PARIS : L'INCROYABLE INSTALLATION DE JR DEVANT LA TOUR EIFFEL	«Une nette amélioration de la situation a été constatée au cours de la journée. Le gouvernement a demandé à la société Orange de résoudre les derniers dysfonctionnements locaux qui ont pu être encore relevés», peut-on y lire.	COVID-19	https://www.cnews.fr/france/2021-05-19/paris-lincroyable-installation-de-jr-devant-la-tour-eiffel-1083359
france	PARIS : QUELLES SONT LES RÈGLES À RESPECTER POUR LES TERRASSES ÉPHÉMÈRES ?	«Dans ces conditions, la cellule interministérielle de crise a décidé de maintenir les numéros alternatifs jusqu’à demain matin (Vendredi matin, NDLR) pour ceux qui rencontreraient encore des difficultés à joindre un service d’urgence sur les numéros classiques», dit encore le communiqué. «Une nouvelle réunion de la cellule interministérielle de crise se tiendra à 7H30 demain pour dresser un bilan de la nuit», est-il mentionné en conclusion.	DROGUE	https://www.cnews.fr/france/2021-05-19/paris-quelles-sont-les-regles-respecter-pour-les-terrasses-ephemeres-1083009
